ResponseId,Gender,Age,Country,Country_6_TEXT,Race,Race_7_TEXT,Ethnicity,Ethnicity_5_TEXT,trial_names,item,values,MC_check,stim_id,SES,SES_id
R_2rOfnn7hg4YPne9,1,36,4,,6,,1,,wH15MC,MC,software developer,1,15,high,high_15
R_1otjRKsteXhoyuk,,,,,,,,,wH15MC,MC,software developer,1,15,high,high_15
R_stxSTSgimODYCt3,,,,,,,,,wH15MC,MC,software developer,1,15,high,high_15
R_xcjCQojqKk5LiKJ,,,,,,,,,wH15MC,MC,software developer,1,15,high,high_15
R_1I4amYkCBzEXegv,1,30,4,,3,,1,,wH15MC,MC,software developer.,1,15,high,high_15
R_21FlEWkbljN48cS,1,26,4,,3,,1,,wH15MC,MC,software developer.,1,15,high,high_15
R_2w6KqQ1n0Q3lk9c,,,,,,,,,wH15MC,MC,software engineer,1,15,high,high_15
R_ROVd2iMM0raLd1T,1,27,4,,6,,1,,wH16MC,MC,cab driver,0,16,high,high_16
R_1jIkAHIYfkaMOKV,1,48,4,,6,,4,,wH16MC,MC,no,0,16,high,high_16
R_3OrererLvFDP7Cs,1,25,4,,6,,1,,wH16MC,MC,paper boy,0,16,high,high_16
R_3k5MIEB1xR75maU,2,56,4,,6,,1,,wH16MC,MC,pharmacist,0,16,high,high_16
R_1K7PV1s1vCaeotJ,,,,,,,,,wH16MC,MC,sales,,16,high,high_16
R_1FPyJMzGsyowG2O,,,,,,,,,wH16MC,MC,sales,,16,high,high_16
R_1IYLcXXIhudx5sM,2,48,4,,6,,1,,wH16MC,MC,sales superviours,1,16,high,high_16
R_22QYSgkwKl2fl2B,2,50,4,,6,,1,,wH16MC,MC,sales supervisor,1,16,high,high_16
R_330Wv4RTQVDYPFC,2,44,4,,5,,1,,wH16MC,MC,sales supervisor,1,16,high,high_16
R_3qegcuy6UJ8nn7T,1,33,4,,6,,1,,wH16MC,MC,sales supervisor,1,16,high,high_16
R_3MA8RWNHzL3Skqy,1,29,4,,6,,1,,wH16MC,MC,sales supervisor,1,16,high,high_16
R_21FlEWkbljN48cS,1,26,4,,3,,1,,wH16MC,MC,sales supervisor,1,16,high,high_16
R_bmFCI50SuIhFohH,1,35,4,,3,,1,,wH16MC,MC,sales supervisor,1,16,high,high_16
R_1FhXN1Erb9l6P8u,1,65,4,,6,,1,,wH16MC,MC,sales supervisor,1,16,high,high_16
R_29gBHO2g4hG0HEd,1,32,4,,6,,1,,wH16MC,MC,sales supervisor,1,16,high,high_16
R_2TObuo9SOHzKNMF,2,41,4,,6,,1,,wH16MC,MC,sales supervisor,1,16,high,high_16
R_vPSRIFSw60M5szL,2,25,4,,6,,1,,wH16MC,MC,sales supervisor,1,16,high,high_16
R_24JkcCIbk2G9jJe,2,33,4,,6,,1,,wH16MC,MC,sales supervisor,1,16,high,high_16
R_2SGlMbZawCxjG04,1,32,4,,6,,1,,wH16MC,MC,sales supervisor,1,16,high,high_16
R_rdqnfpc0MC9I8N3,1,25,4,,6,,1,,wH16MC,MC,sales supervisor,1,16,high,high_16
R_3PjIIwqqsuOKBE7,1,28,4,,6,,1,,wH16MC,MC,sales supervisor,1,16,high,high_16
R_1GJlZIuaVFQJ5Mj,1,35,4,,6,,1,,wH16MC,MC,sales supervisor,1,16,high,high_16
R_22WawJARS0nVfyr,2,32,4,,6,,1,,wH16MC,MC,sales supervisor,1,16,high,high_16
R_1ms11OasKXUuqTI,1,1985,4,,6,,1,,wH16MC,MC,sales supervisor,1,16,high,high_16
R_3RjACkfy5Az1rcV,1,32,4,,6,,1,,wH16MC,MC,sales supervisor,1,16,high,high_16
R_31QVGMDRzBcPXFS,1,50,4,,6,,1,,wH16MC,MC,sales supervisor,1,16,high,high_16
R_6QKaWnBm4XfcegF,1,37,4,,6,,2,,wH16MC,MC,sales supervisor,1,16,high,high_16
R_1cZi4T6vXIU2IPq,1,Male,4,,6,,1,,wH16MC,MC,sales supervisor,1,16,high,high_16
R_Wl0refdNAU8Nlrr,1,30,4,,"3,6",,5,,wH16MC,MC,sales supervisor,1,16,high,high_16
R_1OPmdioEBICfb6k,2,48,4,,6,,1,,wH16MC,MC,sales supervisor,1,16,high,high_16
R_2rOfnn7hg4YPne9,1,36,4,,6,,1,,wH16MC,MC,sales supervisor,1,16,high,high_16
R_2w6KqQ1n0Q3lk9c,,,,,,,,,wH16MC,MC,sales supervisor,1,16,high,high_16
R_1otjRKsteXhoyuk,,,,,,,,,wH16MC,MC,sales supervisor,1,16,high,high_16
R_xcjCQojqKk5LiKJ,,,,,,,,,wH16MC,MC,sales supervisor,1,16,high,high_16
R_9B6zCkFCyP83uil,1,25,4,,6,,1,,wH16MC,MC,sales supervisor.,1,16,high,high_16
R_2PnVq30S0AywkYK,1,49,4,,6,,1,,wH16MC,MC,sales supervisor.,1,16,high,high_16
R_1I4amYkCBzEXegv,1,30,4,,3,,1,,wH16MC,MC,supervisor,1,16,high,high_16
R_beIrWVOxdkZSdR7,1,32,4,,3,,4,,wH16MC,MC,supervisor,1,16,high,high_16
R_3NNSMB87MZknPcv,1,40,4,,6,,6,,wH16MC,MC,supervisor,1,16,high,high_16
R_bj6qHP0X02NRqTf,1,48,4,,6,,2,,wH16MC,MC,"wisdom, integrity, and faithfulness to god",0,16,high,high_16
R_3OrererLvFDP7Cs,1,25,4,,6,,1,,wH17MC,MC,high school kid,0,17,high,high_17
R_1jIkAHIYfkaMOKV,1,48,4,,6,,4,,wH17MC,MC,id professional,1,17,high,high_17
R_1I4amYkCBzEXegv,1,30,4,,3,,1,,wH17MC,MC,it,1,17,high,high_17
R_21FlEWkbljN48cS,1,26,4,,3,,1,,wH17MC,MC,it,1,17,high,high_17
R_24JkcCIbk2G9jJe,2,33,4,,6,,1,,wH17MC,MC,it,1,17,high,high_17
R_1IYLcXXIhudx5sM,2,48,4,,6,,1,,wH17MC,MC,it professer,1,17,high,high_17
R_22QYSgkwKl2fl2B,2,50,4,,6,,1,,wH17MC,MC,it professional,1,17,high,high_17
R_330Wv4RTQVDYPFC,2,44,4,,5,,1,,wH17MC,MC,it professional,1,17,high,high_17
R_3qegcuy6UJ8nn7T,1,33,4,,6,,1,,wH17MC,MC,it professional,1,17,high,high_17
R_3MA8RWNHzL3Skqy,1,29,4,,6,,1,,wH17MC,MC,it professional,1,17,high,high_17
R_1FhXN1Erb9l6P8u,1,65,4,,6,,1,,wH17MC,MC,it professional,1,17,high,high_17
R_29gBHO2g4hG0HEd,1,32,4,,6,,1,,wH17MC,MC,it professional,1,17,high,high_17
R_2TObuo9SOHzKNMF,2,41,4,,6,,1,,wH17MC,MC,it professional,1,17,high,high_17
R_vPSRIFSw60M5szL,2,25,4,,6,,1,,wH17MC,MC,it professional,1,17,high,high_17
R_2SGlMbZawCxjG04,1,32,4,,6,,1,,wH17MC,MC,it professional,1,17,high,high_17
R_9B6zCkFCyP83uil,1,25,4,,6,,1,,wH17MC,MC,it professional,1,17,high,high_17
R_beIrWVOxdkZSdR7,1,32,4,,3,,4,,wH17MC,MC,it professional,1,17,high,high_17
R_rdqnfpc0MC9I8N3,1,25,4,,6,,1,,wH17MC,MC,it professional,1,17,high,high_17
R_2PnVq30S0AywkYK,1,49,4,,6,,1,,wH17MC,MC,it professional,1,17,high,high_17
R_1GJlZIuaVFQJ5Mj,1,35,4,,6,,1,,wH17MC,MC,it professional,1,17,high,high_17
R_22WawJARS0nVfyr,2,32,4,,6,,1,,wH17MC,MC,it professional,1,17,high,high_17
R_1ms11OasKXUuqTI,1,1985,4,,6,,1,,wH17MC,MC,it professional,1,17,high,high_17
R_3RjACkfy5Az1rcV,1,32,4,,6,,1,,wH17MC,MC,it professional,1,17,high,high_17
R_31QVGMDRzBcPXFS,1,50,4,,6,,1,,wH17MC,MC,it professional,1,17,high,high_17
R_6QKaWnBm4XfcegF,1,37,4,,6,,2,,wH17MC,MC,it professional,1,17,high,high_17
R_1cZi4T6vXIU2IPq,1,Male,4,,6,,1,,wH17MC,MC,it professional,1,17,high,high_17
R_1OPmdioEBICfb6k,2,48,4,,6,,1,,wH17MC,MC,it professional,1,17,high,high_17
R_3NNSMB87MZknPcv,1,40,4,,6,,6,,wH17MC,MC,it professional,1,17,high,high_17
R_2rOfnn7hg4YPne9,1,36,4,,6,,1,,wH17MC,MC,it professional,1,17,high,high_17
R_1FPyJMzGsyowG2O,,,,,,,,,wH17MC,MC,it professional,1,17,high,high_17
R_1otjRKsteXhoyuk,,,,,,,,,wH17MC,MC,it professional,1,17,high,high_17
R_stxSTSgimODYCt3,,,,,,,,,wH17MC,MC,it professional,1,17,high,high_17
R_xcjCQojqKk5LiKJ,,,,,,,,,wH17MC,MC,it professional,1,17,high,high_17
R_Wl0refdNAU8Nlrr,1,30,4,,"3,6",,5,,wH17MC,MC,it professional.,1,17,high,high_17
R_3PjIIwqqsuOKBE7,1,28,4,,6,,1,,wH17MC,MC,it professtional,1,17,high,high_17
R_3k5MIEB1xR75maU,2,56,4,,6,,1,,wH17MC,MC,it professuinal,1,17,high,high_17
R_ROVd2iMM0raLd1T,1,27,4,,6,,1,,wH17MC,MC,money lender,0,17,high,high_17
R_bj6qHP0X02NRqTf,1,48,4,,6,,2,,wH17MC,MC,sale manser,0,17,high,high_17
R_bmFCI50SuIhFohH,1,35,4,,3,,1,,wH17MC,MC,waiter,0,17,high,high_17
R_3OrererLvFDP7Cs,1,25,4,,6,,1,,wH18MC,MC,hirer,0,18,high,high_18
R_bj6qHP0X02NRqTf,1,48,4,,6,,2,,wH18MC,MC,manser,0,18,high,high_18
R_1K7PV1s1vCaeotJ,,,,,,,,,wH18MC,MC,mturk,0,18,high,high_18
R_1jIkAHIYfkaMOKV,1,48,4,,6,,4,,wH18MC,MC,no,0,18,high,high_18
R_bmFCI50SuIhFohH,1,35,4,,3,,1,,wH18MC,MC,sales supervisor,0,18,high,high_18
R_1I4amYkCBzEXegv,1,30,4,,3,,1,,wH18MC,MC,surgeon,1,18,high,high_18
R_22QYSgkwKl2fl2B,2,50,4,,6,,1,,wH18MC,MC,surgeon,1,18,high,high_18
R_330Wv4RTQVDYPFC,2,44,4,,5,,1,,wH18MC,MC,surgeon,1,18,high,high_18
R_3qegcuy6UJ8nn7T,1,33,4,,6,,1,,wH18MC,MC,surgeon,1,18,high,high_18
R_3MA8RWNHzL3Skqy,1,29,4,,6,,1,,wH18MC,MC,surgeon,1,18,high,high_18
R_21FlEWkbljN48cS,1,26,4,,3,,1,,wH18MC,MC,surgeon,1,18,high,high_18
R_1FhXN1Erb9l6P8u,1,65,4,,6,,1,,wH18MC,MC,surgeon,1,18,high,high_18
R_29gBHO2g4hG0HEd,1,32,4,,6,,1,,wH18MC,MC,surgeon,1,18,high,high_18
R_2TObuo9SOHzKNMF,2,41,4,,6,,1,,wH18MC,MC,surgeon,1,18,high,high_18
R_vPSRIFSw60M5szL,2,25,4,,6,,1,,wH18MC,MC,surgeon,1,18,high,high_18
R_3k5MIEB1xR75maU,2,56,4,,6,,1,,wH18MC,MC,surgeon,1,18,high,high_18
R_24JkcCIbk2G9jJe,2,33,4,,6,,1,,wH18MC,MC,surgeon,1,18,high,high_18
R_2SGlMbZawCxjG04,1,32,4,,6,,1,,wH18MC,MC,surgeon,1,18,high,high_18
R_9B6zCkFCyP83uil,1,25,4,,6,,1,,wH18MC,MC,surgeon,1,18,high,high_18
R_beIrWVOxdkZSdR7,1,32,4,,3,,4,,wH18MC,MC,surgeon,1,18,high,high_18
R_rdqnfpc0MC9I8N3,1,25,4,,6,,1,,wH18MC,MC,surgeon,1,18,high,high_18
R_2PnVq30S0AywkYK,1,49,4,,6,,1,,wH18MC,MC,surgeon,1,18,high,high_18
R_3PjIIwqqsuOKBE7,1,28,4,,6,,1,,wH18MC,MC,surgeon,1,18,high,high_18
R_1GJlZIuaVFQJ5Mj,1,35,4,,6,,1,,wH18MC,MC,surgeon,1,18,high,high_18
R_22WawJARS0nVfyr,2,32,4,,6,,1,,wH18MC,MC,surgeon,1,18,high,high_18
R_1ms11OasKXUuqTI,1,1985,4,,6,,1,,wH18MC,MC,surgeon,1,18,high,high_18
R_3RjACkfy5Az1rcV,1,32,4,,6,,1,,wH18MC,MC,surgeon,1,18,high,high_18
R_31QVGMDRzBcPXFS,1,50,4,,6,,1,,wH18MC,MC,surgeon,1,18,high,high_18
R_6QKaWnBm4XfcegF,1,37,4,,6,,2,,wH18MC,MC,surgeon,1,18,high,high_18
R_1cZi4T6vXIU2IPq,1,Male,4,,6,,1,,wH18MC,MC,surgeon,1,18,high,high_18
R_Wl0refdNAU8Nlrr,1,30,4,,"3,6",,5,,wH18MC,MC,surgeon,1,18,high,high_18
R_1OPmdioEBICfb6k,2,48,4,,6,,1,,wH18MC,MC,surgeon,1,18,high,high_18
R_3NNSMB87MZknPcv,1,40,4,,6,,6,,wH18MC,MC,surgeon,1,18,high,high_18
R_2rOfnn7hg4YPne9,1,36,4,,6,,1,,wH18MC,MC,surgeon,1,18,high,high_18
R_2OOUBaF9xzUTdRq,,,,,,,,,wH18MC,MC,surgeon,1,18,high,high_18
R_1otjRKsteXhoyuk,,,,,,,,,wH18MC,MC,surgeon,1,18,high,high_18
R_stxSTSgimODYCt3,,,,,,,,,wH18MC,MC,surgeon,1,18,high,high_18
R_xcjCQojqKk5LiKJ,,,,,,,,,wH18MC,MC,surgeon,1,18,high,high_18
R_1IYLcXXIhudx5sM,2,48,4,,6,,1,,wH18MC,MC,surgeor,1,18,high,high_18
R_ROVd2iMM0raLd1T,1,27,4,,6,,1,,wH18MC,MC,teacher,0,18,high,high_18
R_ROVd2iMM0raLd1T,1,27,4,,6,,1,,wH19MC,MC,army veteran,0,19,high,high_19
R_3OrererLvFDP7Cs,1,25,4,,6,,1,,wH19MC,MC,cop,0,19,high,high_19
R_1I4amYkCBzEXegv,1,30,4,,3,,1,,wH19MC,MC,engineer,1,19,high,high_19
R_22QYSgkwKl2fl2B,2,50,4,,6,,1,,wH19MC,MC,engineer,1,19,high,high_19
R_330Wv4RTQVDYPFC,2,44,4,,5,,1,,wH19MC,MC,engineer,1,19,high,high_19
R_3qegcuy6UJ8nn7T,1,33,4,,6,,1,,wH19MC,MC,engineer,1,19,high,high_19
R_21FlEWkbljN48cS,1,26,4,,3,,1,,wH19MC,MC,engineer,1,19,high,high_19
R_1FhXN1Erb9l6P8u,1,65,4,,6,,1,,wH19MC,MC,engineer,1,19,high,high_19
R_29gBHO2g4hG0HEd,1,32,4,,6,,1,,wH19MC,MC,engineer,1,19,high,high_19
R_2TObuo9SOHzKNMF,2,41,4,,6,,1,,wH19MC,MC,engineer,1,19,high,high_19
R_vPSRIFSw60M5szL,2,25,4,,6,,1,,wH19MC,MC,engineer,1,19,high,high_19
R_3k5MIEB1xR75maU,2,56,4,,6,,1,,wH19MC,MC,engineer,1,19,high,high_19
R_24JkcCIbk2G9jJe,2,33,4,,6,,1,,wH19MC,MC,engineer,1,19,high,high_19
R_2SGlMbZawCxjG04,1,32,4,,6,,1,,wH19MC,MC,engineer,1,19,high,high_19
R_9B6zCkFCyP83uil,1,25,4,,6,,1,,wH19MC,MC,engineer,1,19,high,high_19
R_rdqnfpc0MC9I8N3,1,25,4,,6,,1,,wH19MC,MC,engineer,1,19,high,high_19
R_1IYLcXXIhudx5sM,2,48,4,,6,,1,,wH19MC,MC,engineer,1,19,high,high_19
R_2PnVq30S0AywkYK,1,49,4,,6,,1,,wH19MC,MC,engineer,1,19,high,high_19
R_3PjIIwqqsuOKBE7,1,28,4,,6,,1,,wH19MC,MC,engineer,1,19,high,high_19
R_1GJlZIuaVFQJ5Mj,1,35,4,,6,,1,,wH19MC,MC,engineer,1,19,high,high_19
R_22WawJARS0nVfyr,2,32,4,,6,,1,,wH19MC,MC,engineer,1,19,high,high_19
R_1ms11OasKXUuqTI,1,1985,4,,6,,1,,wH19MC,MC,engineer,1,19,high,high_19
R_3RjACkfy5Az1rcV,1,32,4,,6,,1,,wH19MC,MC,engineer,1,19,high,high_19
R_31QVGMDRzBcPXFS,1,50,4,,6,,1,,wH19MC,MC,engineer,1,19,high,high_19
R_6QKaWnBm4XfcegF,1,37,4,,6,,2,,wH19MC,MC,engineer,1,19,high,high_19
R_1cZi4T6vXIU2IPq,1,Male,4,,6,,1,,wH19MC,MC,engineer,1,19,high,high_19
R_Wl0refdNAU8Nlrr,1,30,4,,"3,6",,5,,wH19MC,MC,engineer,1,19,high,high_19
R_1OPmdioEBICfb6k,2,48,4,,6,,1,,wH19MC,MC,engineer,1,19,high,high_19
R_3NNSMB87MZknPcv,1,40,4,,6,,6,,wH19MC,MC,engineer,1,19,high,high_19
R_2rOfnn7hg4YPne9,1,36,4,,6,,1,,wH19MC,MC,engineer,1,19,high,high_19
R_1FPyJMzGsyowG2O,,,,,,,,,wH19MC,MC,engineer,1,19,high,high_19
R_1otjRKsteXhoyuk,,,,,,,,,wH19MC,MC,engineer,1,19,high,high_19
R_xcjCQojqKk5LiKJ,,,,,,,,,wH19MC,MC,engineer,1,19,high,high_19
R_3MA8RWNHzL3Skqy,1,29,4,,6,,1,,wH19MC,MC,engoneer,1,19,high,high_19
R_1K7PV1s1vCaeotJ,,,,,,,,,wH19MC,MC,fiance,0,19,high,high_19
R_bj6qHP0X02NRqTf,1,48,4,,6,,2,,wH19MC,MC,sale manser,0,19,high,high_19
R_bmFCI50SuIhFohH,1,35,4,,3,,1,,wH19MC,MC,software developer,0,19,high,high_19
R_1jIkAHIYfkaMOKV,1,48,4,,6,,4,,wH19MC,MC,sports,0,19,high,high_19
R_beIrWVOxdkZSdR7,1,32,4,,3,,4,,wH19MC,MC,taxi driver,0,19,high,high_19
R_A0gdiriwvEpuHmh,2,22,4,,6,,1,,wH2MC,MC,finacial manager,1,2,high,high_2
R_Z2jYsZHPy3OIMGB,2,46,4,,6,,1,,wH2MC,MC,finance,1,2,high,high_2
R_1N9vJUMm2prEohv,1,47,4,,6,,1,,wH2MC,MC,finance manager,1,2,high,high_2
R_dbXG1cndyliDaJr,1,42,4,,6,,1,,wH2MC,MC,financial manager,1,2,high,high_2
R_1LBZv1BC75sP20B,2,63,4,,6,,1,,wH2MC,MC,financial manager,1,2,high,high_2
R_3IRg2ONSnv7DQCD,1,42,4,,6,,1,,wH2MC,MC,financial manager,1,2,high,high_2
R_Rw2d5Q6Wn7yPpUl,1,43,4,,6,,5,Costa Rica,wH2MC,MC,financial manager,1,2,high,high_2
R_p4NhWXY3eO6P9fz,1,33,4,,1,,1,,wH2MC,MC,financial manager,1,2,high,high_2
R_1Iav8CoSfztaF8G,2,34,4,,6,,1,,wH2MC,MC,financial manager,1,2,high,high_2
R_12yBWrqWgbRI6Fp,1,25,4,,6,,1,,wH2MC,MC,financial manager,1,2,high,high_2
R_3Phnsgod8bOzgnN,2,30,4,,6,,1,,wH2MC,MC,financial manager,1,2,high,high_2
R_1d7fdukQyEGqays,1,29,4,,6,,1,,wH2MC,MC,financial manager,1,2,high,high_2
R_2uQauBKWAoFs6Rx,1,39,4,,6,,1,,wH2MC,MC,financial manager,1,2,high,high_2
R_2TC9VBztrP3wUyw,2,59,4,,6,,1,,wH2MC,MC,financial manager,1,2,high,high_2
R_2TYm1xqthHbCPzd,2,30,4,,6,,1,,wH2MC,MC,financial manager,1,2,high,high_2
R_1gOQgLpf1djIVvD,1,21,4,,6,,1,,wH2MC,MC,financial manager,1,2,high,high_2
R_3ER5bLQlYb9GMe1,1,40,4,,"3,6",,2,,wH2MC,MC,financial manager,1,2,high,high_2
R_1FS9MPa9X2dcO03,1,30,4,,3,,2,,wH2MC,MC,financial manager,1,2,high,high_2
R_1kH0iMR5tqRO8pE,2,34,4,,6,,1,,wH2MC,MC,financial manager,1,2,high,high_2
R_3eeiRiKDbhKVfDY,1,48,4,,6,,1,,wH2MC,MC,financial manager,1,2,high,high_2
R_2PBxItnW4ReAjjc,2,29,4,,6,,1,,wH2MC,MC,financial manager,1,2,high,high_2
R_11ZtUIHK80CrpZT,1,32,4,,6,,1,,wH2MC,MC,financial manager,1,2,high,high_2
R_3EJQjrtaTbRGbAJ,1,44,4,,6,,1,,wH2MC,MC,financial manager,1,2,high,high_2
R_1kLyMlxwKXhmX3d,1,36,4,,6,,1,,wH2MC,MC,financial manager,1,2,high,high_2
R_1DHeREwhb8uCL3v,2,55,4,,6,,1,,wH2MC,MC,financial manager,1,2,high,high_2
R_1GBOOy15FdmsOCQ,5,31,4,,1,,1,,wH2MC,MC,financial manager,1,2,high,high_2
R_1rcC9FGcOADU6T8,1,32,4,,3,,1,,wH2MC,MC,financial manager,1,2,high,high_2
R_3J8dVyUqUGLDtSa,1,33,4,,1,,1,,wH2MC,MC,financial manager,1,2,high,high_2
R_3kwdKbJyxDSE3Qn,1,30,4,,6,,1,,wH2MC,MC,financial manager,1,2,high,high_2
R_2ipQOd3E5l8OlPP,1,46,4,,6,,1,,wH2MC,MC,financial manager,1,2,high,high_2
R_1je7vHqlzYf1kJz,5,23,4,,3,,1,,wH2MC,MC,financial manager,1,2,high,high_2
R_PtdcCLbwhKUhiQp,2,57,4,,6,,1,,wH2MC,MC,financial manager,1,2,high,high_2
R_10GwZ59gBqF6frS,2,39,4,,6,,1,,wH2MC,MC,financial manager,1,2,high,high_2
R_3NwvuGukiJu628u,2,37,4,,6,,1,,wH2MC,MC,financial manager,1,2,high,high_2
R_2diJTJAubnizYgw,,,,,,,,,wH2MC,MC,financial manager,1,2,high,high_2
R_1CmfLH8xs3fJECX,,,,,,,,,wH2MC,MC,financial manager,1,2,high,high_2
R_2wzBdjn7SNUIpW5,,,,,,,,,wH2MC,MC,financial manager,1,2,high,high_2
R_ykbW47Pty814VaN,1,30,4,,3,,1,,wH2MC,MC,financial manager.,1,2,high,high_2
R_3OrererLvFDP7Cs,1,25,4,,6,,1,,wH20MC,MC,fire fighter,0,20,high,high_20
R_ROVd2iMM0raLd1T,1,27,4,,6,,1,,wH20MC,MC,hair dresser,0,20,high,high_20
R_1jIkAHIYfkaMOKV,1,48,4,,6,,4,,wH20MC,MC,no,0,20,high,high_20
R_1cZi4T6vXIU2IPq,1,Male,4,,6,,1,,wH20MC,MC,pharamacist,1,20,high,high_20
R_1I4amYkCBzEXegv,1,30,4,,3,,1,,wH20MC,MC,pharmacist,1,20,high,high_20
R_22QYSgkwKl2fl2B,2,50,4,,6,,1,,wH20MC,MC,pharmacist,1,20,high,high_20
R_330Wv4RTQVDYPFC,2,44,4,,5,,1,,wH20MC,MC,pharmacist,1,20,high,high_20
R_3qegcuy6UJ8nn7T,1,33,4,,6,,1,,wH20MC,MC,pharmacist,1,20,high,high_20
R_3MA8RWNHzL3Skqy,1,29,4,,6,,1,,wH20MC,MC,pharmacist,1,20,high,high_20
R_21FlEWkbljN48cS,1,26,4,,3,,1,,wH20MC,MC,pharmacist,1,20,high,high_20
R_bmFCI50SuIhFohH,1,35,4,,3,,1,,wH20MC,MC,pharmacist,1,20,high,high_20
R_1FhXN1Erb9l6P8u,1,65,4,,6,,1,,wH20MC,MC,pharmacist,1,20,high,high_20
R_29gBHO2g4hG0HEd,1,32,4,,6,,1,,wH20MC,MC,pharmacist,1,20,high,high_20
R_2TObuo9SOHzKNMF,2,41,4,,6,,1,,wH20MC,MC,pharmacist,1,20,high,high_20
R_vPSRIFSw60M5szL,2,25,4,,6,,1,,wH20MC,MC,pharmacist,1,20,high,high_20
R_3k5MIEB1xR75maU,2,56,4,,6,,1,,wH20MC,MC,pharmacist,1,20,high,high_20
R_24JkcCIbk2G9jJe,2,33,4,,6,,1,,wH20MC,MC,pharmacist,1,20,high,high_20
R_2SGlMbZawCxjG04,1,32,4,,6,,1,,wH20MC,MC,pharmacist,1,20,high,high_20
R_9B6zCkFCyP83uil,1,25,4,,6,,1,,wH20MC,MC,pharmacist,1,20,high,high_20
R_beIrWVOxdkZSdR7,1,32,4,,3,,4,,wH20MC,MC,pharmacist,1,20,high,high_20
R_rdqnfpc0MC9I8N3,1,25,4,,6,,1,,wH20MC,MC,pharmacist,1,20,high,high_20
R_1IYLcXXIhudx5sM,2,48,4,,6,,1,,wH20MC,MC,pharmacist,1,20,high,high_20
R_2PnVq30S0AywkYK,1,49,4,,6,,1,,wH20MC,MC,pharmacist,1,20,high,high_20
R_3PjIIwqqsuOKBE7,1,28,4,,6,,1,,wH20MC,MC,pharmacist,1,20,high,high_20
R_1GJlZIuaVFQJ5Mj,1,35,4,,6,,1,,wH20MC,MC,pharmacist,1,20,high,high_20
R_22WawJARS0nVfyr,2,32,4,,6,,1,,wH20MC,MC,pharmacist,1,20,high,high_20
R_1ms11OasKXUuqTI,1,1985,4,,6,,1,,wH20MC,MC,pharmacist,1,20,high,high_20
R_3RjACkfy5Az1rcV,1,32,4,,6,,1,,wH20MC,MC,pharmacist,1,20,high,high_20
R_31QVGMDRzBcPXFS,1,50,4,,6,,1,,wH20MC,MC,pharmacist,1,20,high,high_20
R_6QKaWnBm4XfcegF,1,37,4,,6,,2,,wH20MC,MC,pharmacist,1,20,high,high_20
R_Wl0refdNAU8Nlrr,1,30,4,,"3,6",,5,,wH20MC,MC,pharmacist,1,20,high,high_20
R_1OPmdioEBICfb6k,2,48,4,,6,,1,,wH20MC,MC,pharmacist,1,20,high,high_20
R_3NNSMB87MZknPcv,1,40,4,,6,,6,,wH20MC,MC,pharmacist,1,20,high,high_20
R_2rOfnn7hg4YPne9,1,36,4,,6,,1,,wH20MC,MC,pharmacist,1,20,high,high_20
R_1FPyJMzGsyowG2O,,,,,,,,,wH20MC,MC,pharmacist,1,20,high,high_20
R_23f9gXYaZTstMPP,,,,,,,,,wH20MC,MC,pharmacist,1,20,high,high_20
R_2w6KqQ1n0Q3lk9c,,,,,,,,,wH20MC,MC,pharmacist,1,20,high,high_20
R_1gthvjZB8aAJ9JG,,,,,,,,,wH20MC,MC,pharmacist,1,20,high,high_20
R_1otjRKsteXhoyuk,,,,,,,,,wH20MC,MC,pharmacist,1,20,high,high_20
R_xcjCQojqKk5LiKJ,,,,,,,,,wH20MC,MC,pharmacist,1,20,high,high_20
R_bj6qHP0X02NRqTf,1,48,4,,6,,2,,wH20MC,MC,roperty management.,0,20,high,high_20
R_1Iav8CoSfztaF8G,2,34,4,,6,,1,,wH3MC,MC,businee executive,1,3,high,high_3
R_dbXG1cndyliDaJr,1,42,4,,6,,1,,wH3MC,MC,business executive,1,3,high,high_3
R_ykbW47Pty814VaN,1,30,4,,3,,1,,wH3MC,MC,business executive,1,3,high,high_3
R_1LBZv1BC75sP20B,2,63,4,,6,,1,,wH3MC,MC,business executive,1,3,high,high_3
R_Rw2d5Q6Wn7yPpUl,1,43,4,,6,,5,Costa Rica,wH3MC,MC,business executive,1,3,high,high_3
R_p4NhWXY3eO6P9fz,1,33,4,,1,,1,,wH3MC,MC,business executive,1,3,high,high_3
R_3Phnsgod8bOzgnN,2,30,4,,6,,1,,wH3MC,MC,business executive,1,3,high,high_3
R_Z2jYsZHPy3OIMGB,2,46,4,,6,,1,,wH3MC,MC,business executive,1,3,high,high_3
R_1d7fdukQyEGqays,1,29,4,,6,,1,,wH3MC,MC,business executive,1,3,high,high_3
R_2uQauBKWAoFs6Rx,1,39,4,,6,,1,,wH3MC,MC,business executive,1,3,high,high_3
R_2TC9VBztrP3wUyw,2,59,4,,6,,1,,wH3MC,MC,business executive,1,3,high,high_3
R_2TYm1xqthHbCPzd,2,30,4,,6,,1,,wH3MC,MC,business executive,1,3,high,high_3
R_1gOQgLpf1djIVvD,1,21,4,,6,,1,,wH3MC,MC,business executive,1,3,high,high_3
R_1FS9MPa9X2dcO03,1,30,4,,3,,2,,wH3MC,MC,business executive,1,3,high,high_3
R_1kH0iMR5tqRO8pE,2,34,4,,6,,1,,wH3MC,MC,business executive,1,3,high,high_3
